Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
1605654000.0,2020-11-17 11-PM,ETHUSD,480.74,483.47,480.74,483,168.22,81199.28
1605650400.0,2020-11-17 10-PM,ETHUSD,481.16,482.13,477.01,480.74,279.62,134023.9
1605646800.0,2020-11-17 09-PM,ETHUSD,482.9,483.37,479.14,481.16,351.21,168795.58
1605643200.0,2020-11-17 08-PM,ETHUSD,483.45,484.62,481.87,482.9,334.29,161571.12
1605639600.0,2020-11-17 07-PM,ETHUSD,478.69,485,477.37,483.45,1442.98,694569.57
1605636000.0,2020-11-17 06-PM,ETHUSD,480.56,481.18,477.07,478.69,682.32,326612.14
1605632400.0,2020-11-17 05-PM,ETHUSD,482,484.18,475.94,480.56,743.1,356766.89
1605628800.0,2020-11-17 04-PM,ETHUSD,473.5,483.65,473.08,482,1021.36,489040.06
1605625200.0,2020-11-17 03-PM,ETHUSD,470.99,474.89,467.64,473.5,363.84,170788.15
1605621600.0,2020-11-17 02-PM,ETHUSD,468.36,471.26,467.85,470.99,223.21,105019.15
1605618000.0,2020-11-17 01-PM,ETHUSD,471.72,471.87,467.9,468.36,391.38,183484.82
1605614400.0,2020-11-17 12-PM,ETHUSD,466.58,472.69,465.67,471.72,548.17,257316.88
1605610800.0,2020-11-17 11-AM,ETHUSD,465.47,467.26,464.75,466.58,244.02,113664.1
1605607200.0,2020-11-17 10-AM,ETHUSD,462.73,465.47,462.69,465.47,103.89,48191.96
1605603600.0,2020-11-17 09-AM,ETHUSD,465.01,466.28,462.55,462.73,102.01,47357.91
1605600000.0,2020-11-17 08-AM,ETHUSD,466.02,466.92,465.01,465.01,106.09,49410.68
1605596400.0,2020-11-17 07-AM,ETHUSD,464.54,469.01,463.88,466.02,115.22,53811.9
1605592800.0,2020-11-17 06-AM,ETHUSD,464.05,466.05,464.05,464.54,24.85,11551.67
1605589200.0,2020-11-17 05-AM,ETHUSD,466.14,466.59,464,464.05,128.01,59651.55
1605585600.0,2020-11-17 04-AM,ETHUSD,462.54,466.65,462.16,466.14,108.78,50687.09
1605582000.0,2020-11-17 03-AM,ETHUSD,464.45,464.97,462.54,462.54,112.59,52174.66
1605578400.0,2020-11-17 02-AM,ETHUSD,465.51,466.68,464,464.45,48.2,22429.57
1605574800.0,2020-11-17 01-AM,ETHUSD,468.46,469,465.28,465.51,113.97,53258.63
1605571200.0,2020-11-17 12-AM,ETHUSD,461.74,468.46,460.47,468.46,112.99,52539.45
1605567600.0,2020-11-16 11-PM,ETHUSD,461.57,465,460.82,461.74,182.63,84540.08
1605564000.0,2020-11-16 10-PM,ETHUSD,459.16,461.75,458.83,461.57,83.01,38194.93
1605560400.0,2020-11-16 09-PM,ETHUSD,462.57,466.03,458.01,459.16,209.71,96961.31
1605556800.0,2020-11-16 08-PM,ETHUSD,462.74,464.51,461.82,462.57,111.7,51657.93
1605553200.0,2020-11-16 07-PM,ETHUSD,462.22,464.58,461.52,462.74,70.85,32807.97
1605549600.0,2020-11-16 06-PM,ETHUSD,462.84,465,461.73,462.22,318.9,147806.95
1605546000.0,2020-11-16 05-PM,ETHUSD,460.96,464.97,460.96,462.84,217.84,100933.46
1605542400.0,2020-11-16 04-PM,ETHUSD,459.58,464.11,457.98,460.96,196.47,90773.95
1605538800.0,2020-11-16 03-PM,ETHUSD,460.32,460.94,458.66,459.58,90.9,41818.68
1605535200.0,2020-11-16 02-PM,ETHUSD,456.19,461.47,456.19,460.32,144.13,66150.53
1605531600.0,2020-11-16 01-PM,ETHUSD,454.35,457.11,454,456.19,128.51,58431.58
1605528000.0,2020-11-16 12-PM,ETHUSD,453.17,455.08,451.64,454.35,144.81,65727.77
1605524400.0,2020-11-16 11-AM,ETHUSD,456.37,456.53,453.17,453.17,71.92,32744.97
1605520800.0,2020-11-16 10-AM,ETHUSD,452.23,456.38,452.23,456.37,62.99,28642.25
1605517200.0,2020-11-16 09-AM,ETHUSD,453.8,454.94,450.57,452.23,59.01,26688.06
1605513600.0,2020-11-16 08-AM,ETHUSD,455.28,456.02,453.8,453.8,30.07,13680.11
1605510000.0,2020-11-16 07-AM,ETHUSD,454.98,456.75,454.69,455.28,81.57,37162.08
1605506400.0,2020-11-16 06-AM,ETHUSD,452.24,455.06,451.81,454.98,54.25,24643.44
1605502800.0,2020-11-16 05-AM,ETHUSD,450.25,453.71,450.25,452.24,168.04,76050.34
1605499200.0,2020-11-16 04-AM,ETHUSD,450.22,450.34,449.28,450.25,42.19,18974.12
1605495600.0,2020-11-16 03-AM,ETHUSD,448.15,451.03,447.67,450.22,68.29,30742.9
1605492000.0,2020-11-16 02-AM,ETHUSD,449.65,450.74,447.77,448.15,33.96,15244.79
1605488400.0,2020-11-16 01-AM,ETHUSD,450.82,452,449.43,449.65,96.31,43482.57
1605484800.0,2020-11-16 12-AM,ETHUSD,449.45,450.82,446.2,450.82,119.38,53475.52
1605481200.0,2020-11-15 11-PM,ETHUSD,447.02,451.47,446.99,449.45,211.08,95022.77
1605477600.0,2020-11-15 10-PM,ETHUSD,444.23,447.6,440.53,447.02,169.96,75518.65
1605474000.0,2020-11-15 09-PM,ETHUSD,444.26,445.51,442.97,444.23,146.76,65286.37
1605470400.0,2020-11-15 08-PM,ETHUSD,446.08,446.56,442.06,444.26,173.43,77038.58
1605466800.0,2020-11-15 07-PM,ETHUSD,447.6,448.29,445.29,446.08,340.37,151810.14
1605463200.0,2020-11-15 06-PM,ETHUSD,445.9,448.04,443.99,447.6,242.95,108433.33
1605459600.0,2020-11-15 05-PM,ETHUSD,454.39,454.39,445.9,445.9,544.35,245204.58
1605456000.0,2020-11-15 04-PM,ETHUSD,456.35,457.85,452.49,454.39,152.88,69389.67
1605452400.0,2020-11-15 03-PM,ETHUSD,457.89,458.5,455.97,456.35,57.68,26345.42
1605448800.0,2020-11-15 02-PM,ETHUSD,458.85,459.7,457.39,457.89,8.999,4128.67
1605445200.0,2020-11-15 01-PM,ETHUSD,456.93,459.56,456.03,458.85,28.98,13245.56
1605441600.0,2020-11-15 12-PM,ETHUSD,456.78,459.38,455.23,456.93,58.24,26648.06
1605438000.0,2020-11-15 11-AM,ETHUSD,458.17,461.34,456.51,456.78,73.51,33710.52
1605434400.0,2020-11-15 10-AM,ETHUSD,460.31,460.75,458,458.17,68.22,31313.32
1605430800.0,2020-11-15 09-AM,ETHUSD,461.62,461.84,459.96,460.31,40.22,18543.44
1605427200.0,2020-11-15 08-AM,ETHUSD,460.98,463,460.98,461.62,103.35,47808.07
1605423600.0,2020-11-15 07-AM,ETHUSD,461.39,461.8,460.49,460.98,5.306,2445.34
1605420000.0,2020-11-15 06-AM,ETHUSD,461.52,462.12,460.56,461.39,44.83,20676.85
1605416400.0,2020-11-15 05-AM,ETHUSD,459.53,461.93,459.36,461.52,91.5,42169.45
1605412800.0,2020-11-15 04-AM,ETHUSD,458.61,459.74,457.76,459.53,26.49,12151.3
1605409200.0,2020-11-15 03-AM,ETHUSD,459.4,459.57,457.39,458.61,18.22,8342.98
1605405600.0,2020-11-15 02-AM,ETHUSD,460.53,461.04,458.47,459.4,88.31,40600.03
1605402000.0,2020-11-15 01-AM,ETHUSD,462.66,463.74,459.77,460.53,92.42,42597.22
1605398400.0,2020-11-15 12-AM,ETHUSD,462.39,463.66,461,462.66,59.19,27396.18
1605394800.0,2020-11-14 11-PM,ETHUSD,461.85,464.45,461.85,462.39,61.75,28601.79
1605391200.0,2020-11-14 10-PM,ETHUSD,459.84,464.3,459.84,461.85,123.52,57158.97
1605387600.0,2020-11-14 09-PM,ETHUSD,462.01,462.54,459.84,459.84,89.0,41095.42
1605384000.0,2020-11-14 08-PM,ETHUSD,460.61,462.19,459.2,462.01,61.08,28112.4
1605380400.0,2020-11-14 07-PM,ETHUSD,460.79,461.78,459.74,460.61,36.99,17051.07
1605376800.0,2020-11-14 06-PM,ETHUSD,460.47,461.31,459.32,460.79,61.08,28121.45
1605373200.0,2020-11-14 05-PM,ETHUSD,456.78,460.72,453.14,460.47,395.19,180347.79
1605369600.0,2020-11-14 04-PM,ETHUSD,459.63,462.34,456.75,456.78,192.97,88573.69
1605366000.0,2020-11-14 03-PM,ETHUSD,461.42,462.19,459.25,459.63,133.31,61355.18
1605362400.0,2020-11-14 02-PM,ETHUSD,460.78,462.67,460.78,461.42,85.35,39440.77
1605358800.0,2020-11-14 01-PM,ETHUSD,461.16,461.93,459.39,460.78,290.92,133965.4
1605355200.0,2020-11-14 12-PM,ETHUSD,460,461.32,457.35,461.16,121.7,55728.57
1605351600.0,2020-11-14 11-AM,ETHUSD,457.53,460.33,456.1,460,137.8,63295.16
1605348000.0,2020-11-14 10-AM,ETHUSD,456.87,460.2,455.03,457.53,134.83,61759.02
1605344400.0,2020-11-14 09-AM,ETHUSD,464.2,464.2,456.48,456.87,252.97,116043.9
1605340800.0,2020-11-14 08-AM,ETHUSD,467.31,467.68,460.24,464.2,192.95,89365.63
1605337200.0,2020-11-14 07-AM,ETHUSD,470.71,470.84,465.48,467.31,133.94,62631.95
1605333600.0,2020-11-14 06-AM,ETHUSD,469.75,471.13,469.19,470.71,46.11,21664.52
1605330000.0,2020-11-14 05-AM,ETHUSD,469.85,469.85,467.07,469.75,22.79,10663.89
1605326400.0,2020-11-14 04-AM,ETHUSD,472.46,472.46,468.5,469.85,169.59,79659.52
1605322800.0,2020-11-14 03-AM,ETHUSD,471.82,472.68,471.22,472.46,65.97,31135.12
1605319200.0,2020-11-14 02-AM,ETHUSD,472.64,473.51,470.5,471.82,49.61,23402.85
1605315600.0,2020-11-14 01-AM,ETHUSD,475.3,475.3,472.27,472.64,80.21,38037.91
1605312000.0,2020-11-14 12-AM,ETHUSD,477.5,478.32,473.03,475.3,167.74,79744.24
1605308400.0,2020-11-13 11-PM,ETHUSD,476.74,477.83,475,477.5,385.64,183793.92
1605304800.0,2020-11-13 10-PM,ETHUSD,472.84,478.35,472.58,476.74,229.3,108992.38
1605301200.0,2020-11-13 09-PM,ETHUSD,470.71,473.14,470.71,472.84,103.82,49024.2
1605297600.0,2020-11-13 08-PM,ETHUSD,474.34,474.34,470.53,470.71,204.5,96529.84
1605294000.0,2020-11-13 07-PM,ETHUSD,472.03,475.21,472.03,474.34,254.79,120764.3
1605290400.0,2020-11-13 06-PM,ETHUSD,471.81,472.68,471.12,472.03,89.31,42159.32
1605286800.0,2020-11-13 05-PM,ETHUSD,469.91,471.84,467.65,471.81,70.79,33286.37
1605283200.0,2020-11-13 04-PM,ETHUSD,469.95,472.26,465.71,469.91,362.1,169830.63
1605279600.0,2020-11-13 03-PM,ETHUSD,471.67,473.44,468.47,469.95,222.04,104559.39
1605276000.0,2020-11-13 02-PM,ETHUSD,472.22,474.3,468.81,471.67,249.16,117507.41
1605272400.0,2020-11-13 01-PM,ETHUSD,465.73,473.2,465.12,472.22,157.97,74280.7
1605268800.0,2020-11-13 12-PM,ETHUSD,465.18,468,464.09,465.73,138.47,64562.54
1605265200.0,2020-11-13 11-AM,ETHUSD,464.12,465.87,462.2,465.18,238.79,110827.78
1605261600.0,2020-11-13 10-AM,ETHUSD,468.04,468.04,462.03,464.12,180.21,83775.01
1605258000.0,2020-11-13 09-AM,ETHUSD,465.21,468.84,465.07,468.04,282.57,132137.99
1605254400.0,2020-11-13 08-AM,ETHUSD,461.43,466.27,459.06,465.21,157.89,72989.81
1605250800.0,2020-11-13 07-AM,ETHUSD,461.78,461.78,458.29,461.43,67.32,30960.31
1605247200.0,2020-11-13 06-AM,ETHUSD,460.94,462.7,460.42,461.78,30.84,14237.89
1605243600.0,2020-11-13 05-AM,ETHUSD,463.84,464.21,460.08,460.94,156.08,72050.4
1605240000.0,2020-11-13 04-AM,ETHUSD,464.59,466,462.97,463.84,301.98,140476.09
1605236400.0,2020-11-13 03-AM,ETHUSD,464.51,465.79,463.6,464.59,74.18,34476.24
1605232800.0,2020-11-13 02-AM,ETHUSD,465.81,466.42,463.11,464.51,96.69,44865.92
1605229200.0,2020-11-13 01-AM,ETHUSD,464.43,467.71,464.43,465.81,186.69,86979.64
1605225600.0,2020-11-13 12-AM,ETHUSD,463.27,466.76,462.83,464.43,189.09,87947.12
1605222000.0,2020-11-12 11-PM,ETHUSD,462.74,464.26,461.62,463.27,164.41,76072.34
1605218400.0,2020-11-12 10-PM,ETHUSD,463.49,465.62,461.95,462.74,243.22,112880.1
1605214800.0,2020-11-12 09-PM,ETHUSD,458.55,463.52,458.55,463.49,156.25,72173.54
1605211200.0,2020-11-12 08-PM,ETHUSD,457.55,459.91,457.02,458.55,184.4,84584.04
1605207600.0,2020-11-12 07-PM,ETHUSD,456.61,457.79,455.51,457.55,87.22,39824.24
1605204000.0,2020-11-12 06-PM,ETHUSD,454.3,457.2,452.91,456.61,129.92,59119.0
1605200400.0,2020-11-12 05-PM,ETHUSD,457.82,459.94,454.3,454.3,366.82,167835.62
1605196800.0,2020-11-12 04-PM,ETHUSD,462.14,462.14,456.29,457.82,225.33,103446.86
1605193200.0,2020-11-12 03-PM,ETHUSD,459.57,462.98,458.01,462.14,539.46,248536.08
1605189600.0,2020-11-12 02-PM,ETHUSD,462.24,465.36,455.51,459.57,269.45,124327.47
1605186000.0,2020-11-12 01-PM,ETHUSD,462.57,462.94,459.47,462.24,103.36,47715.4
1605182400.0,2020-11-12 12-PM,ETHUSD,461.18,462.99,460.1,462.57,110.51,51020.76
1605178800.0,2020-11-12 11-AM,ETHUSD,458.17,462.3,456.63,461.18,132.16,60716.53
1605175200.0,2020-11-12 10-AM,ETHUSD,468.07,470.5,457.55,458.17,529.91,245765.04
1605171600.0,2020-11-12 09-AM,ETHUSD,463.84,468.85,463.14,468.07,239.34,111631.76
1605168000.0,2020-11-12 08-AM,ETHUSD,464.89,466.7,463.19,463.84,99.47,46219.97
1605164400.0,2020-11-12 07-AM,ETHUSD,463,466.41,461.86,464.89,149.5,69428.96
1605160800.0,2020-11-12 06-AM,ETHUSD,461.12,464.25,460.57,463,196.4,90790.99
1605157200.0,2020-11-12 05-AM,ETHUSD,459.22,462.2,459.22,461.12,61.46,28346.19
1605153600.0,2020-11-12 04-AM,ETHUSD,458.8,459.83,457.74,459.22,167.48,76762.76
1605150000.0,2020-11-12 03-AM,ETHUSD,458.86,460.11,458.29,458.8,72.67,33354.17
1605146400.0,2020-11-12 02-AM,ETHUSD,459.12,460.05,457.54,458.86,87.51,40128.1
1605142800.0,2020-11-12 01-AM,ETHUSD,458.94,459.89,457.57,459.12,56.01,25674.22
1605139200.0,2020-11-12 12-AM,ETHUSD,464.36,464.36,452.6,458.94,490.85,224270.29
1605135600.0,2020-11-11 11-PM,ETHUSD,466.58,466.58,462.99,464.36,129.37,60090.82
1605132000.0,2020-11-11 10-PM,ETHUSD,467.14,468.81,465.04,466.58,248.54,116085.49
1605128400.0,2020-11-11 09-PM,ETHUSD,464.99,467.14,462.74,467.14,330.45,153765.3
1605124800.0,2020-11-11 08-PM,ETHUSD,468.68,469.17,460.49,464.99,508.46,235796.58
1605121200.0,2020-11-11 07-PM,ETHUSD,470.51,472.21,467.5,468.68,309.76,145566.55
1605117600.0,2020-11-11 06-PM,ETHUSD,469.4,476.82,469.4,470.51,396.62,187775.07
1605114000.0,2020-11-11 05-PM,ETHUSD,471.22,472.54,469.4,469.4,303.45,143033.73
1605110400.0,2020-11-11 04-PM,ETHUSD,462.75,474.2,462.51,471.22,581.27,272457.91
1605106800.0,2020-11-11 03-PM,ETHUSD,462.65,463.01,461.48,462.75,109.19,50491.89
1605103200.0,2020-11-11 02-PM,ETHUSD,459.4,462.65,459.1,462.65,155.22,71526.82
1605099600.0,2020-11-11 01-PM,ETHUSD,461.59,463.48,459.4,459.4,257.85,118979.55
1605096000.0,2020-11-11 12-PM,ETHUSD,460.42,462.85,459.3,461.59,49.83,23006.8
1605092400.0,2020-11-11 11-AM,ETHUSD,464.07,464.21,460.36,460.42,191.77,88654.23
1605088800.0,2020-11-11 10-AM,ETHUSD,458.92,464.07,458.92,464.07,246.8,114056.2
1605085200.0,2020-11-11 09-AM,ETHUSD,459.87,462.26,456.07,458.92,214.6,98599.06
1605081600.0,2020-11-11 08-AM,ETHUSD,462.76,463.83,459.38,459.87,129.45,59627.43
1605078000.0,2020-11-11 07-AM,ETHUSD,460.28,463.29,459.82,462.76,80.79,37316.27
1605074400.0,2020-11-11 06-AM,ETHUSD,460.42,462.38,460.28,460.28,64.03,29531.24
1605070800.0,2020-11-11 05-AM,ETHUSD,460.67,461.63,458.2,460.42,131.83,60711.76
1605067200.0,2020-11-11 04-AM,ETHUSD,463.57,466.5,458.99,460.67,252.03,116520.57
1605063600.0,2020-11-11 03-AM,ETHUSD,462.7,464.59,461.91,463.57,276.08,127945.23
1605060000.0,2020-11-11 02-AM,ETHUSD,463.77,464.79,460.65,462.7,121.75,56273.17
1605056400.0,2020-11-11 01-AM,ETHUSD,463.91,466.72,462.13,463.77,423.53,196577.41
1605052800.0,2020-11-11 12-AM,ETHUSD,451.24,465,450.55,463.91,690.42,318558.63
1605049200.0,2020-11-10 11-PM,ETHUSD,454.02,454.83,450,451.24,206.59,93445.65
1605045600.0,2020-11-10 10-PM,ETHUSD,451.62,454.12,451.13,454.02,120.2,54429.32
1605042000.0,2020-11-10 09-PM,ETHUSD,450.19,453,450,451.62,197.59,89286.61
1605038400.0,2020-11-10 08-PM,ETHUSD,448.84,452.95,448.53,450.19,255.27,115244.3
1605034800.0,2020-11-10 07-PM,ETHUSD,446.64,449.69,445.62,448.84,121.67,54473.25
1605031200.0,2020-11-10 06-PM,ETHUSD,447.2,447.2,444.52,446.64,66.51,29640.97
1605027600.0,2020-11-10 05-PM,ETHUSD,445.66,447.6,445.6,447.2,216.02,96415.95
1605024000.0,2020-11-10 04-PM,ETHUSD,443.47,447.22,443.07,445.66,159.83,71215.55
1605020400.0,2020-11-10 03-PM,ETHUSD,444.02,445.15,441.36,443.47,253.81,112582.35
1605016800.0,2020-11-10 02-PM,ETHUSD,447.69,448.48,442.51,444.02,355.81,158260.78
1605013200.0,2020-11-10 01-PM,ETHUSD,448.67,448.86,444.99,447.69,111.79,49869.92
1605009600.0,2020-11-10 12-PM,ETHUSD,447.73,450.52,446.52,448.67,42.76,19185.98
1605006000.0,2020-11-10 11-AM,ETHUSD,448.84,450,445.21,447.73,343.72,153724.68
1605002400.0,2020-11-10 10-AM,ETHUSD,453,453.48,448.39,448.84,171.18,77099.08
1604998800.0,2020-11-10 09-AM,ETHUSD,451.24,455.04,451.18,453,230.3,104413.79
1604995200.0,2020-11-10 08-AM,ETHUSD,449.4,454,449.4,451.24,488.29,221207.44
1604991600.0,2020-11-10 07-AM,ETHUSD,447.91,450.39,447,449.4,108.21,48558.89
1604988000.0,2020-11-10 06-AM,ETHUSD,449.29,450.63,446.65,447.91,149.22,66921.61
1604984400.0,2020-11-10 05-AM,ETHUSD,451.5,453.44,448.77,449.29,187.96,84812.0
1604980800.0,2020-11-10 04-AM,ETHUSD,450.03,452.52,447.89,451.5,215.24,96910.84
1604977200.0,2020-11-10 03-AM,ETHUSD,445.59,450.03,444.43,450.03,127.68,56978.45
1604973600.0,2020-11-10 02-AM,ETHUSD,447.66,449.58,445.59,445.59,203.13,91082.51
1604970000.0,2020-11-10 01-AM,ETHUSD,445.27,448.74,444.51,447.66,115.76,51717.3
1604966400.0,2020-11-10 12-AM,ETHUSD,445.08,445.27,439.24,445.27,280.97,124206.78
1604962800.0,2020-11-09 11-PM,ETHUSD,442.97,445.36,442.74,445.08,156.97,69672.53
1604959200.0,2020-11-09 10-PM,ETHUSD,447.98,447.98,442.29,442.97,138.54,61685.06
1604955600.0,2020-11-09 09-PM,ETHUSD,446.78,450.87,446.78,447.98,239.24,107387.91
1604952000.0,2020-11-09 08-PM,ETHUSD,446.9,449.78,446.14,446.78,286.64,128258.31
1604948400.0,2020-11-09 07-PM,ETHUSD,446.18,448,445.11,446.9,142.7,63685.65
1604944800.0,2020-11-09 06-PM,ETHUSD,445.84,446.69,443.12,446.18,278.19,123963.13
1604941200.0,2020-11-09 05-PM,ETHUSD,443,445.84,442.02,445.84,325.05,144293.17
1604937600.0,2020-11-09 04-PM,ETHUSD,438.5,443.18,434.59,443,734.39,321607.62
1604934000.0,2020-11-09 03-PM,ETHUSD,443.02,445.72,437.49,438.5,591.94,261102.44
1604930400.0,2020-11-09 02-PM,ETHUSD,447.18,449.71,443,443.02,612.31,273685.83
1604926800.0,2020-11-09 01-PM,ETHUSD,453.9,453.9,443.16,447.18,635.71,284617.29
1604923200.0,2020-11-09 12-PM,ETHUSD,458.71,458.71,450.53,453.9,680.63,308834.16
1604919600.0,2020-11-09 11-AM,ETHUSD,452.87,459,452.26,458.71,396.73,180566.98
1604916000.0,2020-11-09 10-AM,ETHUSD,450.54,453.99,450.54,452.87,449.13,203043.64
1604912400.0,2020-11-09 09-AM,ETHUSD,448.78,451.82,447.79,450.54,315.03,141629.28
1604908800.0,2020-11-09 08-AM,ETHUSD,445.31,448.78,441.66,448.78,440.9,196661.68
1604905200.0,2020-11-09 07-AM,ETHUSD,449.89,451.52,444.56,445.31,225.84,101340.93
1604901600.0,2020-11-09 06-AM,ETHUSD,453.17,453.21,449.78,449.89,260.67,117621.64
1604898000.0,2020-11-09 05-AM,ETHUSD,451.2,453.83,449.34,453.17,123.23,55666.72
1604894400.0,2020-11-09 04-AM,ETHUSD,452.45,452.75,449.28,451.2,287.29,129640.81
1604890800.0,2020-11-09 03-AM,ETHUSD,452.96,454.13,451.32,452.45,157.3,71174.21
1604887200.0,2020-11-09 02-AM,ETHUSD,455.49,455.99,452.77,452.96,112.95,51332.31
1604883600.0,2020-11-09 01-AM,ETHUSD,457.14,457.84,369.9,455.49,1421.29,634329.28
1604880000.0,2020-11-09 12-AM,ETHUSD,454.56,458.44,451.9,457.14,269.65,122697.74
1604876400.0,2020-11-08 11-PM,ETHUSD,454.78,457.25,453.96,454.56,69.09,31455.9
1604872800.0,2020-11-08 10-PM,ETHUSD,450.56,455.09,450.21,454.78,147.56,66926.54
1604869200.0,2020-11-08 09-PM,ETHUSD,451.97,452.1,446.64,450.56,393.52,176491.7
1604865600.0,2020-11-08 08-PM,ETHUSD,452.31,453.78,449.43,451.97,320.74,144912.53
1604862000.0,2020-11-08 07-PM,ETHUSD,456.87,458.12,449.3,452.31,358.71,162066.72
1604858400.0,2020-11-08 06-PM,ETHUSD,458.17,459.78,454.28,456.87,173.69,79248.85
1604854800.0,2020-11-08 05-PM,ETHUSD,453.64,460.28,452.66,458.17,589.97,269813.5
1604851200.0,2020-11-08 04-PM,ETHUSD,454.26,455.59,451.65,453.64,165.31,74975.76
1604847600.0,2020-11-08 03-PM,ETHUSD,454.06,457.22,453.21,454.26,217.31,98854.42
1604844000.0,2020-11-08 02-PM,ETHUSD,444.8,454.06,443.97,454.06,244.03,109559.92
1604840400.0,2020-11-08 01-PM,ETHUSD,447.12,447.58,443.05,444.8,54.64,24261.81
1604836800.0,2020-11-08 12-PM,ETHUSD,445.37,447.78,443.93,447.12,144.69,64609.62
1604833200.0,2020-11-08 11-AM,ETHUSD,444.86,445.66,443.39,445.37,264.73,117689.1
1604829600.0,2020-11-08 10-AM,ETHUSD,441.13,446.48,440.51,444.86,361.24,160203.75
1604826000.0,2020-11-08 09-AM,ETHUSD,438.5,441.36,437.71,441.13,63.93,28095.02
1604822400.0,2020-11-08 08-AM,ETHUSD,437.19,438.87,436.69,438.5,158.81,69434.01
1604818800.0,2020-11-08 07-AM,ETHUSD,438.76,439.43,435.53,437.19,94.12,41105.03
1604815200.0,2020-11-08 06-AM,ETHUSD,441.48,442.68,437.69,438.76,154.66,68051.42
1604811600.0,2020-11-08 05-AM,ETHUSD,438.23,441.62,436.89,441.48,104.42,45857.88
1604808000.0,2020-11-08 04-AM,ETHUSD,439.06,440.26,436.34,438.23,210.56,92395.07
1604804400.0,2020-11-08 03-AM,ETHUSD,440.83,441.47,439.06,439.06,167.31,73699.91
1604800800.0,2020-11-08 02-AM,ETHUSD,442.5,443.77,439.95,440.83,133.05,58756.15
1604797200.0,2020-11-08 01-AM,ETHUSD,438.39,443.22,436.15,442.5,362.77,159392.84
1604793600.0,2020-11-08 12-AM,ETHUSD,435.89,438.7,432.94,438.39,393.92,171548.4
1604790000.0,2020-11-07 11-PM,ETHUSD,437.62,439.75,435.56,435.89,209.54,91666.46
1604786400.0,2020-11-07 10-PM,ETHUSD,436.1,437.62,429.75,437.62,792.42,344349.48
1604782800.0,2020-11-07 09-PM,ETHUSD,437.16,438.34,432.44,436.1,431.98,188130.92
1604779200.0,2020-11-07 08-PM,ETHUSD,431.87,438.56,426.34,437.16,1263.77,547127.61
1604775600.0,2020-11-07 07-PM,ETHUSD,435.03,437.56,425,431.87,1820.9,785086.51
1604772000.0,2020-11-07 06-PM,ETHUSD,446.99,449.1,426.7,435.03,1999.39,874477.19
1604768400.0,2020-11-07 05-PM,ETHUSD,453.29,454.01,446.99,446.99,370.99,167277.52
1604764800.0,2020-11-07 04-PM,ETHUSD,448.04,454.51,440.92,453.29,882.34,394646.47
1604761200.0,2020-11-07 03-PM,ETHUSD,447.73,451.38,439.16,448.04,1090.03,485553.62
1604757600.0,2020-11-07 02-PM,ETHUSD,464.26,464.26,446.6,447.73,750.99,341878.07
1604754000.0,2020-11-07 01-PM,ETHUSD,462.59,464.32,457.21,464.26,190.22,87733.85
1604750400.0,2020-11-07 12-PM,ETHUSD,462.98,465.28,462.13,462.59,112.64,52175.36
1604746800.0,2020-11-07 11-AM,ETHUSD,462.77,464.56,460.82,462.98,172.82,80082.17
1604743200.0,2020-11-07 10-AM,ETHUSD,461.93,463.18,458.21,462.77,172.3,79243.5
1604739600.0,2020-11-07 09-AM,ETHUSD,461.83,462.69,459.72,461.93,152.68,70377.62
1604736000.0,2020-11-07 08-AM,ETHUSD,457.2,462.77,453.66,461.83,228.15,104236.48
1604732400.0,2020-11-07 07-AM,ETHUSD,459.01,459.42,456.68,457.2,114.4,52427.62
1604728800.0,2020-11-07 06-AM,ETHUSD,460.42,460.47,456.68,459.01,64.9,29709.58
1604725200.0,2020-11-07 05-AM,ETHUSD,458.27,461.34,457.21,460.42,112.84,51848.75
1604721600.0,2020-11-07 04-AM,ETHUSD,459.28,461.92,457.22,458.27,110.1,50521.82
1604718000.0,2020-11-07 03-AM,ETHUSD,460.52,463.09,456.93,459.28,266.09,122304.83
1604714400.0,2020-11-07 02-AM,ETHUSD,465.32,465.85,458.61,460.52,272.21,125931.5
1604710800.0,2020-11-07 01-AM,ETHUSD,464.55,468.46,462.63,465.32,324.22,150672.88
1604707200.0,2020-11-07 12-AM,ETHUSD,456.2,465.61,455.45,464.55,508.86,234591.52
1604703600.0,2020-11-06 11-PM,ETHUSD,455.81,458.61,453.62,456.2,421.58,192304.46
1604700000.0,2020-11-06 10-PM,ETHUSD,446.54,456.84,445.05,455.81,576.21,260500.49
1604696400.0,2020-11-06 09-PM,ETHUSD,443.43,449.54,443.37,446.54,436.2,195086.49
1604692800.0,2020-11-06 08-PM,ETHUSD,441.27,443.61,437.52,443.43,314.66,138418.07
1604689200.0,2020-11-06 07-PM,ETHUSD,442.65,444.73,441.27,441.27,267.7,118754.93
1604685600.0,2020-11-06 06-PM,ETHUSD,441.44,444,441.09,442.65,148.39,65736.24
1604682000.0,2020-11-06 05-PM,ETHUSD,443.01,445.22,440.82,441.44,237.2,105016.79
1604678400.0,2020-11-06 04-PM,ETHUSD,434.31,446.14,434.31,443.01,346.66,152955.71
1604674800.0,2020-11-06 03-PM,ETHUSD,441,441.4,434.31,434.31,217.88,95611.42
1604671200.0,2020-11-06 02-PM,ETHUSD,445.1,445.47,436.49,441,919.75,406733.04
